"AER210H1F","LEC0101","2017/09/08","Fri","10:00","11:00","GB120","McCarthy, Philip and Davis, James","  "
"AER210H1F","LEC0101","2017/09/07","Thu","12:00","13:00","GB120","McCarthy, Philip and Davis, James","  "
"AER210H1F","LEC0101","2017/09/11","Mon","12:00","13:00","GB120","McCarthy, Philip and Davis, James","  "
"AER210H1F","LEC0102","2017/09/07","Thu","11:00","12:00","GB120","McCarthy, Philip and Davis, James","  "
"AER210H1F","LEC0102","2017/09/08","Fri","11:00","12:00","GB120","McCarthy, Philip and Davis, James","  "
"AER210H1F","LEC0102","2017/09/11","Mon","11:00","12:00","GB120","McCarthy, Philip and Davis, James","  "
"AER210H1F","PRA0101","2017/09/13","Wed","9:00","12:00","MB325"," ","  "
"AER210H1F","PRA0101","2017/09/13","Wed","9:00","12:00","WB125"," ","  "
"AER210H1F","PRA0102","2017/09/13","Wed","9:00","12:00","MB325"," ","  "
"AER210H1F","PRA0102","2017/09/13","Wed","9:00","12:00","WB125"," ","  "
"AER210H1F","PRA0103","2017/09/13","Wed","14:00","17:00","MB325"," ","  "
"AER210H1F","PRA0103","2017/09/13","Wed","14:00","17:00","WB125"," ","  "
"AER210H1F","PRA0104","2017/09/13","Wed","14:00","17:00","MB325"," ","  "
"AER210H1F","PRA0104","2017/09/13","Wed","14:00","17:00","WB125"," ","  "
"AER210H1F","TUT0101","2017/09/08","Fri","15:00","16:00","BA1170","Davis, James","  "
"AER210H1F","TUT0101","2017/09/13","Wed","17:00","18:00","HA403","Davis, James","  "
"AER210H1F","TUT0102","2017/09/08","Fri","15:00","16:00","BA1170","Davis, James","  "
"AER210H1F","TUT0102","2017/09/13","Wed","17:00","18:00","HA410","Davis, James","  "
"AER210H1F","TUT0103","2017/09/08","Fri","15:00","16:00","BA1170","Davis, James","  "
"AER210H1F","TUT0103","2017/09/13","Wed","17:00","18:00","HA401","Davis, James","  "
"AER210H1F","TUT0104","2017/09/08","Fri","16:00","17:00","BA1170","Davis, James","  "
"AER210H1F","TUT0104","2017/09/13","Wed","17:00","18:00","WB342","Davis, James","  "
"AER210H1F","TUT0105","2017/09/08","Fri","16:00","17:00","BA1170","Davis, James","  "
"AER210H1F","TUT0105","2017/09/13","Wed","17:00","18:00","MP118","Davis, James","  "
"AER210H1F","TUT0106","2017/09/08","Fri","16:00","17:00","BA1170","Davis, James","  "
"AER210H1F","TUT0106","2017/09/13","Wed","17:00","18:00","BA2139","Davis, James","  "
"AER301H1F","LEC0101","2017/09/11","Mon","9:00","11:00","BA1190","D'Eleuterio, Gabriele","  "
"AER301H1F","LEC0101","2017/09/07","Thu","13:00","14:00","BA1190","D'Eleuterio, Gabriele","  "
"AER301H1F","TUT0101","2017/09/07","Thu","14:00","15:00","BA1190","D'Eleuterio, Gabriele","  "
"AER303H1F","PRA0101","2017/09/12","Fri","9:00","10:00","SF4003","Lavoie, Philippe","  "
"AER303H1F","PRA0101","2017/09/12","Fri","9:00","10:00","BA1230","Lavoie, Philippe","  "
"AER307H1F","LEC0101","2017/09/08","Fri","10:00","12:00","BA1240","Lavoie, Philippe","  "
"AER307H1F","LEC0101","2017/09/12","Tue","14:00","15:00","BA1200","Lavoie, Philippe","  "
"AER307H1F","TUT0101","2017/09/12","Tue","15:00","16:00","BA1200","Lavoie, Philippe","  "
"AER315H1F","LEC0101","2017/09/13","Wed","9:00","10:00","MP118","Gulder, Omer","  "
"AER315H1F","LEC0101","2017/09/12","Tue","9:00","11:00","RS208","Gulder, Omer","  "
"AER315H1F","TUT0101","2017/09/13","Wed","10:00","11:00","MP118","Gulder, Omer","  "
"AER407H1F","PRA0101","2017/09/12","Fri","12:00","15:00","HA401","Damaren, Christopher","  "
"AER501H1F","LEC0101","2017/09/13","Wed","10:00","11:00","BA1230","Nair, Prasanth","  "
"AER501H1F","LEC0101","2017/09/11","Mon","16:00","18:00","GB221","Nair, Prasanth","  "
"AER501H1F","TUT0101","2017/09/13","Wed","11:00","12:00","BA1230","Nair, Prasanth","  "
"AER506H1F","LEC0101","2017/09/11","Mon","12:00","14:00","BA2135","Vatankhahghadim, Behrad","  "
"AER506H1F","LEC0101","2017/09/07","Thu","16:00","17:00","RS208","Vatankhahghadim, Behrad","  "
"AER506H1F","TUT0101","2017/09/07","Thu","15:00","16:00","RS208","Vatankhahghadim, Behrad","  "
"AER507H1F","LEC0101","2017/09/13","Wed","13:00","14:00","AB107","Davis, James","  "
"AER507H1F","LEC0101","2017/09/12","Tue","15:00","17:00","GB120","Davis, James","  "
"AER507H1F","TUT0101","2017/09/13","Wed","14:00","15:00","AB107","Davis, James","  "
"APM384H1F","LEC0101","2017/09/07","Thu","11:00","12:00","GB119","Brando Albino Galvao de S, Bernardo","  "
"APM384H1F","LEC0101","2017/09/11","Mon","13:00","15:00","GB120","Brando Albino Galvao de S, Bernardo","  "
"APM384H1F","TUT0101","2017/09/12","Tue","13:00","14:00","WB219","Brando Albino Galvao de S, Bernardo","  "
"APM384H1F","TUT0102","2017/09/12","Tue","18:00","19:00","RS310","Brando Albino Galvao de S, Bernardo","  "
"APS100H1F","LEC0101","2017/09/16","Tue","10:00","11:00","WB116","Stickel, Micah"," occurs once every two weeks"
"APS100H1F","LEC0102","2017/09/11","Thu","13:00","14:00","SF1105","Stickel, Micah"," occurs once every two weeks"
"APS100H1F","LEC0103","2017/09/11","Thu","10:00","11:00","PBB150","Stickel, Micah"," occurs once every two weeks"
"APS100H1F","LEC0104","2017/09/12","Fri","14:00","15:00","WB116","Stickel, Micah"," occurs once every two weeks"
"APS100H1F","TUT0101","2017/09/13","Wed","11:00","12:00","MB232"," ","  "
"APS100H1F","TUT0102","2017/09/13","Wed","11:00","12:00","BA2165"," ","  "
"APS100H1F","TUT0103","2017/09/12","Fri","10:00","11:00","HA401"," ","  "
"APS100H1F","TUT0104","2017/09/12","Fri","14:00","15:00","BA3012"," ","  "
"APS100H1F","TUT0105","2017/09/07","Thu","11:00","12:00","BA3116"," ","  "
"APS100H1F","TUT0106","2017/09/07","Thu","17:00","18:00","HA410"," ","  "
"APS100H1F","TUT0107","2017/09/13","Wed","13:00","14:00","BA2159"," ","  "
"APS100H1F","TUT0108","2017/09/12","Tue","17:00","18:00","BA2159"," ","  "
"APS100H1F","TUT0109","2017/09/12","Tue","16:00","17:00","HA410"," ","  "
"APS100H1F","TUT0110","2017/09/13","Wed","10:00","11:00","WB144"," ","  "
"APS100H1F","TUT0111","2017/09/13","Wed","12:00","13:00","WB342"," ","  "
"APS100H1F","TUT0112","2017/09/13","Wed","15:00","16:00","KP113"," ","  "
"APS100H1F","TUT0113","2017/09/13","Wed","15:00","16:00","HA410"," ","  "
"APS100H1F","TUT0114","2017/09/13","Wed","15:00","16:00","BA2185"," ","  "
"APS100H1F","TUT0115","2017/09/12","Fri","11:00","12:00","BA2165"," ","  "
"APS100H1F","TUT0116","2017/09/12","Fri","16:00","17:00","BA3116"," ","  "
"APS100H1F","TUT0117","2017/09/12","Tue","10:00","11:00","AB107"," ","  "
"APS100H1F","TUT0118","2017/09/07","Thu","15:00","16:00","BA2175"," ","  "
"APS100H1F","TUT0119","2017/09/07","Thu","13:00","14:00","FG139"," ","  "
"APS100H1F","TUT0120","2017/09/07","Thu","12:00","13:00","BA2175"," ","  "
"APS100H1F","TUT0121","2017/09/07","Thu","13:00","14:00","HA316"," ","  "
"APS100H1F","TUT0122","2017/09/12","Tue","9:00","10:00","BA2139"," ","  "
"APS100H1F","TUT0122","2017/09/07","Thu","11:00","12:00","ZZ11"," ","  "
"APS100H1F","TUT0123","2017/09/13","Wed","11:00","12:00","AB107"," ","  "
"APS100H1F","TUT0124","2017/09/07","Thu","15:00","16:00","BA3012"," ","  "
"APS100H1F","TUT0125","2017/09/07","Thu","16:00","17:00","BA2155"," ","  "
"APS100H1F","TUT0126","2017/09/12","Fri","15:00","16:00","BA3008"," ","  "
"APS100H1F","TUT0127","2017/09/13","Wed","10:00","11:00","BAB024"," ","  "
"APS100H1F","TUT0128","2017/09/12","Tue","17:00","18:00","BA3116"," ","  "
"APS100H1F","TUT0129","2017/09/07","Thu","12:00","13:00","BA3116"," ","  "
"APS100H1F","TUT0130","2017/09/12","Fri","13:00","14:00","BA3008"," ","  "
"APS100H1F","TUT0131","2017/09/07","Thu","18:00","19:00","BA3116"," ","  "
"APS110H1F","LEC0101","2017/09/15","Mon","9:00","10:00","SF1105","Ramsay, Scott","  "
"APS110H1F","LEC0101","2017/09/17","Wed","9:00","10:00","SF1105","Ramsay, Scott","  "
